trade_id,trade_date,settlement_date,status,amount,counterparty,instrument_type,currency
5658,28/02/2024,01/03/2024,Settled,858741.51,Counterparty_24,Derivative,NGN
1480,28/02/2024,02/03/2024,Delayed,436147.73,Counterparty_31,Stock,GBP
4940,28/02/2024,01/03/2024,Settled,811994.91,Counterparty_21,FX,EUR
8338,28/02/2024,01/03/2024,Settled,486885.73,Counterparty_36,Derivative,USD
2186,28/02/2024,01/03/2024,Settled,938366.51,Counterparty_27,Bond,EUR
932,28/02/2024,01/03/2024,Settled,835095.31,Counterparty_17,Derivative,EUR
1345,28/02/2024,01/03/2024,Settled,742963.81,Counterparty_22,Stock,EUR
3282,28/02/2024,01/03/2024,Settled,184258.75,Counterparty_50,Derivative,NGN
763,28/02/2024,01/03/2024,Settled,249240.65,Counterparty_11,Derivative,NGN
1002,28/02/2024,01/03/2024,Settled,542359.05,Counterparty_28,Derivative,GBP
7511,28/02/2024,01/03/2024,Settled,837090.91,Counterparty_23,FX,EUR
3439,28/02/2024,01/03/2024,Settled,928253.92,Counterparty_23,Derivative,NGN
9878,28/02/2024,01/03/2024,Settled,372873.05,Counterparty_4,Derivative,EUR
7297,29/02/2024,02/03/2024,Settled,159361.71,Counterparty_10,Bond,GBP
514,29/02/2024,02/03/2024,Settled,866197.83,Counterparty_24,Bond,GBP
3469,29/02/2024,02/03/2024,Settled,837529.71,Counterparty_6,Stock,GBP
5929,29/02/2024,02/03/2024,Settled,614884.96,Counterparty_31,Bond,NGN
5948,29/02/2024,02/03/2024,Settled,8084.72,Counterparty_36,Stock,GBP
500,29/02/2024,02/03/2024,Settled,986224.53,Counterparty_20,Bond,NGN
3893,29/02/2024,02/03/2024,Settled,677760.63,Counterparty_9,Derivative,NGN
9504,29/02/2024,02/03/2024,Settled,929091.86,Counterparty_33,Derivative,EUR
2753,29/02/2024,07/03/2024,Delayed,260645.07,Counterparty_42,Bond,USD
4923,29/02/2024,02/03/2024,Settled,597831.81,Counterparty_46,Stock,USD
8717,29/02/2024,02/03/2024,Settled,525906.57,Counterparty_27,Stock,EUR
8159,29/02/2024,02/03/2024,Settled,402892.38,Counterparty_7,Derivative,GBP
4375,29/02/2024,02/03/2024,Settled,512195.74,Counterparty_42,Stock,EUR
399,29/02/2024,02/03/2024,Settled,751120.2,Counterparty_14,FX,EUR
1388,29/02/2024,04/03/2024,Delayed,131742.79,Counterparty_32,Derivative,EUR
8508,29/02/2024,02/03/2024,Settled,596586.49,Counterparty_5,Derivative,USD
1394,29/02/2024,02/03/2024,Settled,520254.17,Counterparty_7,Derivative,EUR
8455,29/02/2024,02/03/2024,Settled,945039.8,Counterparty_38,Bond,NGN
5180,29/02/2024,02/03/2024,Settled,913316.46,Counterparty_10,Stock,NGN
7760,29/02/2024,02/03/2024,Settled,197244.87,Counterparty_44,FX,GBP
7343,29/02/2024,02/03/2024,Settled,694169.48,Counterparty_10,FX,EUR
3372,29/02/2024,02/03/2024,Settled,595707.96,Counterparty_38,Bond,USD
8838,29/02/2024,06/03/2024,Delayed,584640.56,Counterparty_37,FX,USD
9760,29/02/2024,02/03/2024,Settled,575944.7,Counterparty_14,Stock,NGN
1080,29/02/2024,02/03/2024,Settled,950011.22,Counterparty_49,Derivative,EUR
9811,29/02/2024,03/03/2024,Delayed,113992.65,Counterparty_15,Bond,EUR
9712,29/02/2024,02/03/2024,Settled,859805.88,Counterparty_39,Stock,USD
3842,29/02/2024,05/03/2024,Delayed,33626.4,Counterparty_31,Bond,GBP
9468,29/02/2024,02/03/2024,Settled,909355.78,Counterparty_8,Stock,GBP
4840,29/02/2024,02/03/2024,Settled,274714.11,Counterparty_25,Stock,NGN
947,01/03/2024,03/03/2024,Settled,137748.74,Counterparty_14,FX,GBP
9378,01/03/2024,03/03/2024,Settled,410038.49,Counterparty_33,Derivative,NGN
7219,01/03/2024,03/03/2024,Settled,937766.91,Counterparty_50,Stock,NGN
5653,01/03/2024,03/03/2024,Settled,206676.11,Counterparty_10,Bond,EUR
8734,01/03/2024,03/03/2024,Settled,454713.3,Counterparty_28,FX,NGN
9371,01/03/2024,03/03/2024,Settled,781004.7,Counterparty_15,FX,EUR
7371,01/03/2024,03/03/2024,Settled,674512.76,Counterparty_2,FX,GBP
2946,01/03/2024,03/03/2024,Settled,103413.45,Counterparty_19,Stock,EUR
4715,01/03/2024,03/03/2024,Settled,513361.87,Counterparty_17,Derivative,NGN
8948,01/03/2024,03/03/2024,Settled,930876.86,Counterparty_42,Derivative,GBP
2809,01/03/2024,07/03/2024,Delayed,477423.21,Counterparty_44,Derivative,GBP
9912,01/03/2024,07/03/2024,Delayed,908281.41,Counterparty_34,FX,USD
4870,01/03/2024,03/03/2024,Settled,814569.54,Counterparty_47,Derivative,NGN
5824,01/03/2024,03/03/2024,Settled,732140.86,Counterparty_20,Stock,USD
5781,01/03/2024,03/03/2024,Settled,652628.83,Counterparty_36,FX,NGN
7091,01/03/2024,03/03/2024,Settled,91844.51,Counterparty_11,FX,USD
2710,01/03/2024,03/03/2024,Settled,294015.3,Counterparty_3,Derivative,EUR
7215,01/03/2024,03/03/2024,Settled,148306.46,Counterparty_26,FX,GBP
1121,01/03/2024,07/03/2024,Delayed,888859.33,Counterparty_20,Derivative,USD
3867,01/03/2024,03/03/2024,Settled,413759.34,Counterparty_49,FX,GBP
8762,01/03/2024,03/03/2024,Settled,671696.64,Counterparty_1,FX,EUR
5400,01/03/2024,06/03/2024,Delayed,867193.12,Counterparty_38,FX,NGN
6915,01/03/2024,03/03/2024,Settled,292575.31,Counterparty_26,Derivative,GBP
7996,01/03/2024,03/03/2024,Settled,273886.46,Counterparty_14,Stock,USD
2700,01/03/2024,03/03/2024,Settled,773148.56,Counterparty_37,Stock,USD
5039,01/03/2024,03/03/2024,Settled,727903.51,Counterparty_24,Derivative,EUR
2193,01/03/2024,03/03/2024,Settled,671061.58,Counterparty_40,Derivative,USD
5738,01/03/2024,03/03/2024,Settled,266835.27,Counterparty_24,FX,EUR
3555,01/03/2024,03/03/2024,Settled,144934.71,Counterparty_14,Derivative,EUR
3466,01/03/2024,03/03/2024,Settled,705434.01,Counterparty_11,Stock,USD
8116,01/03/2024,03/03/2024,Settled,281182.76,Counterparty_39,Stock,GBP
2428,01/03/2024,03/03/2024,Settled,955962.91,Counterparty_27,Derivative,NGN
3920,02/03/2024,07/03/2024,Delayed,805624.61,Counterparty_26,Derivative,USD
8056,02/03/2024,07/03/2024,Delayed,398237.35,Counterparty_47,Bond,USD
1682,02/03/2024,08/03/2024,Delayed,975634.59,Counterparty_25,Derivative,EUR
4022,02/03/2024,04/03/2024,Settled,241291.05,Counterparty_44,Stock,EUR
8044,02/03/2024,04/03/2024,Settled,705358.22,Counterparty_9,Stock,NGN
8868,02/03/2024,04/03/2024,Settled,565991.93,Counterparty_21,Bond,GBP
5996,02/03/2024,05/03/2024,Delayed,684750.93,Counterparty_43,Derivative,USD
885,02/03/2024,04/03/2024,Settled,800116.17,Counterparty_32,Derivative,NGN
6032,02/03/2024,04/03/2024,Settled,356711.23,Counterparty_22,Bond,USD
888,02/03/2024,04/03/2024,Settled,238944.6,Counterparty_6,Derivative,USD
9598,02/03/2024,04/03/2024,Settled,343772.4,Counterparty_16,Bond,USD
4030,02/03/2024,04/03/2024,Settled,361114.03,Counterparty_31,Stock,EUR
9881,02/03/2024,04/03/2024,Settled,423453.59,Counterparty_44,FX,EUR
4435,02/03/2024,04/03/2024,Settled,73662.21,Counterparty_22,FX,NGN
3851,02/03/2024,04/03/2024,Settled,418249.33,Counterparty_33,Bond,NGN
8640,02/03/2024,04/03/2024,Settled,604655.26,Counterparty_6,Stock,NGN
5098,02/03/2024,04/03/2024,Settled,263145.97,Counterparty_39,FX,GBP
9199,02/03/2024,04/03/2024,Settled,678868.79,Counterparty_39,Bond,NGN
6670,02/03/2024,04/03/2024,Settled,131187.67,Counterparty_12,Stock,USD
5263,02/03/2024,04/03/2024,Settled,558131,Counterparty_27,FX,EUR
7845,02/03/2024,04/03/2024,Settled,820915.1,Counterparty_6,Stock,GBP
220,02/03/2024,04/03/2024,Settled,849374.19,Counterparty_20,Bond,GBP
6398,02/03/2024,04/03/2024,Settled,330200.88,Counterparty_6,FX,EUR
4726,02/03/2024,08/03/2024,Delayed,1226.81,Counterparty_47,Derivative,USD
3701,02/03/2024,04/03/2024,Settled,611852.15,Counterparty_1,FX,GBP
8625,02/03/2024,04/03/2024,Settled,21381.21,Counterparty_44,Derivative,GBP
785,02/03/2024,04/03/2024,Settled,182416.12,Counterparty_39,Bond,USD
339,02/03/2024,04/03/2024,Settled,474699.66,Counterparty_1,Bond,EUR
1105,03/03/2024,05/03/2024,Settled,994912.91,Counterparty_4,Bond,GBP
9545,03/03/2024,05/03/2024,Settled,334802.28,Counterparty_4,Bond,GBP
4063,03/03/2024,05/03/2024,Settled,765598,Counterparty_13,Bond,NGN
6356,03/03/2024,05/03/2024,Settled,968450.71,Counterparty_23,FX,GBP
2008,03/03/2024,05/03/2024,Settled,776933.85,Counterparty_49,FX,USD
1433,03/03/2024,05/03/2024,Settled,489357.73,Counterparty_33,Bond,USD
621,03/03/2024,08/03/2024,Delayed,185336.5,Counterparty_1,Derivative,USD
7170,03/03/2024,05/03/2024,Settled,242522.74,Counterparty_42,Bond,GBP
4087,03/03/2024,05/03/2024,Settled,131842.77,Counterparty_30,FX,USD
8905,03/03/2024,05/03/2024,Settled,607112.86,Counterparty_37,Bond,USD
6121,03/03/2024,07/03/2024,Delayed,52971.73,Counterparty_15,Derivative,GBP
2562,03/03/2024,05/03/2024,Settled,707379.39,Counterparty_23,Bond,GBP
9927,03/03/2024,05/03/2024,Settled,445573.67,Counterparty_4,Derivative,EUR
8478,03/03/2024,05/03/2024,Settled,650442.36,Counterparty_34,Bond,NGN
1570,03/03/2024,05/03/2024,Settled,452315.91,Counterparty_18,Bond,NGN
8883,03/03/2024,05/03/2024,Settled,35141.41,Counterparty_13,Stock,USD
7843,03/03/2024,05/03/2024,Settled,68173.39,Counterparty_32,FX,NGN
2359,03/03/2024,05/03/2024,Settled,534433.51,Counterparty_12,FX,USD
8360,03/03/2024,05/03/2024,Settled,159377.62,Counterparty_15,FX,GBP
9261,03/03/2024,05/03/2024,Settled,454300.01,Counterparty_3,Derivative,GBP
2231,03/03/2024,05/03/2024,Settled,743450.01,Counterparty_33,Stock,USD
6379,03/03/2024,05/03/2024,Settled,967896.7,Counterparty_49,FX,GBP
9209,03/03/2024,05/03/2024,Settled,792114.63,Counterparty_32,FX,NGN
2204,03/03/2024,08/03/2024,Delayed,42982.65,Counterparty_47,Derivative,EUR
7936,03/03/2024,05/03/2024,Settled,122767.32,Counterparty_21,Bond,NGN
52,04/03/2024,06/03/2024,Settled,775357.69,Counterparty_13,Derivative,USD
5442,04/03/2024,06/03/2024,Settled,218370.35,Counterparty_45,Stock,NGN
8824,04/03/2024,07/03/2024,Delayed,73276.04,Counterparty_30,Stock,EUR
536,04/03/2024,06/03/2024,Settled,944820.96,Counterparty_21,Bond,GBP
7056,04/03/2024,09/03/2024,Delayed,120627.04,Counterparty_28,Derivative,USD
3741,04/03/2024,06/03/2024,Settled,904455.42,Counterparty_19,Derivative,GBP
3654,04/03/2024,06/03/2024,Settled,171537.65,Counterparty_5,Derivative,NGN
4844,04/03/2024,06/03/2024,Settled,44057.01,Counterparty_20,Stock,NGN
5110,04/03/2024,06/03/2024,Settled,966308.02,Counterparty_30,Bond,USD
9516,04/03/2024,06/03/2024,Settled,189828.27,Counterparty_47,Bond,EUR
1360,04/03/2024,06/03/2024,Settled,592757.98,Counterparty_7,Bond,NGN
2102,04/03/2024,06/03/2024,Settled,533495.84,Counterparty_36,Stock,EUR
1953,04/03/2024,06/03/2024,Settled,598627.07,Counterparty_35,Bond,EUR
4821,04/03/2024,08/03/2024,Delayed,284900.11,Counterparty_27,Derivative,NGN
4565,04/03/2024,07/03/2024,Delayed,231849.77,Counterparty_50,Derivative,NGN
2273,04/03/2024,06/03/2024,Settled,488179.4,Counterparty_9,Bond,EUR
1017,04/03/2024,06/03/2024,Settled,181394.77,Counterparty_38,Derivative,EUR
8770,04/03/2024,06/03/2024,Settled,170982.49,Counterparty_33,Derivative,NGN
8614,04/03/2024,06/03/2024,Settled,106985.96,Counterparty_11,FX,NGN
7714,05/03/2024,07/03/2024,Settled,447825.7,Counterparty_24,Derivative,GBP
4441,05/03/2024,07/03/2024,Settled,874433.03,Counterparty_28,Bond,NGN
6210,05/03/2024,07/03/2024,Settled,52173.07,Counterparty_41,Stock,EUR
197,05/03/2024,07/03/2024,Settled,726229.72,Counterparty_42,Stock,NGN
6178,05/03/2024,07/03/2024,Settled,171642.89,Counterparty_12,Bond,USD
8459,05/03/2024,07/03/2024,Settled,956857.86,Counterparty_25,Bond,GBP
8090,05/03/2024,07/03/2024,Settled,884360.93,Counterparty_4,FX,NGN
6325,05/03/2024,07/03/2024,Settled,82392.42,Counterparty_47,FX,EUR
910,05/03/2024,07/03/2024,Settled,380312.72,Counterparty_41,Bond,GBP
1445,05/03/2024,07/03/2024,Settled,868274.11,Counterparty_35,Stock,USD
1183,05/03/2024,07/03/2024,Settled,632989.27,Counterparty_7,FX,GBP
3592,05/03/2024,07/03/2024,Settled,176316.14,Counterparty_13,Derivative,GBP
1514,05/03/2024,07/03/2024,Settled,19214.35,Counterparty_26,Stock,NGN
7604,05/03/2024,07/03/2024,Settled,904130.95,Counterparty_34,Derivative,GBP
2291,05/03/2024,07/03/2024,Settled,611169.29,Counterparty_22,Derivative,EUR
6427,05/03/2024,07/03/2024,Settled,947617.56,Counterparty_15,Derivative,EUR
3865,05/03/2024,07/03/2024,Settled,106768.44,Counterparty_25,Derivative,NGN
2160,05/03/2024,07/03/2024,Settled,749077.51,Counterparty_42,FX,NGN
750,05/03/2024,07/03/2024,Settled,624613.76,Counterparty_9,FX,NGN
9734,05/03/2024,07/03/2024,Settled,783151.24,Counterparty_49,Stock,USD
1477,05/03/2024,07/03/2024,Settled,808038.1,Counterparty_32,FX,GBP
917,05/03/2024,07/03/2024,Settled,295171.29,Counterparty_34,Stock,EUR
8742,05/03/2024,07/03/2024,Settled,419340.23,Counterparty_30,Stock,GBP
2255,05/03/2024,07/03/2024,Settled,879099.92,Counterparty_43,Stock,EUR
9652,06/03/2024,08/03/2024,Settled,162733.71,Counterparty_30,Bond,EUR
1873,06/03/2024,08/03/2024,Settled,506346.84,Counterparty_33,Stock,USD
444,06/03/2024,08/03/2024,Settled,371271.5,Counterparty_48,Stock,USD
8998,06/03/2024,08/03/2024,Settled,977735.1,Counterparty_2,Derivative,EUR
4696,06/03/2024,08/03/2024,Settled,880034.71,Counterparty_19,Stock,GBP
9471,06/03/2024,08/03/2024,Settled,465570.29,Counterparty_44,Bond,GBP
4084,06/03/2024,12/03/2024,Delayed,747331.19,Counterparty_34,FX,EUR
5130,06/03/2024,09/03/2024,Delayed,852196.37,Counterparty_2,Bond,NGN
2814,06/03/2024,08/03/2024,Settled,163537.04,Counterparty_46,FX,USD
5485,06/03/2024,08/03/2024,Settled,693227.31,Counterparty_18,Stock,EUR
7469,06/03/2024,12/03/2024,Delayed,614554.68,Counterparty_45,Bond,EUR
198,06/03/2024,08/03/2024,Settled,897213.15,Counterparty_6,Derivative,GBP
8201,06/03/2024,08/03/2024,Settled,192097.87,Counterparty_14,Bond,NGN
2264,06/03/2024,11/03/2024,Delayed,443936.63,Counterparty_27,FX,USD
4248,06/03/2024,08/03/2024,Settled,121326.89,Counterparty_10,FX,NGN
8736,06/03/2024,09/03/2024,Delayed,982095.3,Counterparty_5,FX,NGN
2429,06/03/2024,08/03/2024,Settled,314652.75,Counterparty_3,FX,NGN
5671,06/03/2024,08/03/2024,Settled,851001.9,Counterparty_50,FX,EUR
7565,06/03/2024,08/03/2024,Settled,500804.85,Counterparty_21,Bond,USD
6019,06/03/2024,08/03/2024,Settled,546701.35,Counterparty_29,Derivative,EUR
705,06/03/2024,08/03/2024,Settled,64311.6,Counterparty_23,FX,USD
547,06/03/2024,08/03/2024,Settled,114444.03,Counterparty_48,Stock,EUR
9324,07/03/2024,09/03/2024,Settled,429296.42,Counterparty_29,FX,USD
2243,07/03/2024,12/03/2024,Delayed,583224.03,Counterparty_40,FX,USD
1460,07/03/2024,10/03/2024,Delayed,659226.58,Counterparty_7,FX,NGN
6718,07/03/2024,09/03/2024,Settled,438343.7,Counterparty_32,FX,USD
9387,07/03/2024,09/03/2024,Settled,912572.57,Counterparty_24,FX,USD
3643,07/03/2024,09/03/2024,Settled,468600.99,Counterparty_12,Bond,USD
4067,07/03/2024,09/03/2024,Settled,126829.24,Counterparty_8,FX,GBP
9852,07/03/2024,09/03/2024,Settled,972921.49,Counterparty_15,Stock,GBP
2269,07/03/2024,09/03/2024,Settled,238196.03,Counterparty_37,Bond,EUR
7401,07/03/2024,11/03/2024,Delayed,66535.16,Counterparty_3,Derivative,USD
7200,07/03/2024,09/03/2024,Settled,947359.59,Counterparty_39,Stock,GBP
1687,07/03/2024,10/03/2024,Delayed,922834.43,Counterparty_31,FX,NGN
1864,07/03/2024,09/03/2024,Settled,545481.89,Counterparty_15,FX,NGN
4970,07/03/2024,09/03/2024,Settled,427677.94,Counterparty_22,FX,USD
4760,07/03/2024,09/03/2024,Settled,988851.7,Counterparty_22,FX,NGN
1562,07/03/2024,11/03/2024,Delayed,237633.69,Counterparty_46,Bond,NGN
8744,07/03/2024,09/03/2024,Settled,54878.65,Counterparty_17,FX,GBP
423,07/03/2024,09/03/2024,Settled,92114.9,Counterparty_1,Bond,NGN
4787,07/03/2024,11/03/2024,Delayed,876029.02,Counterparty_1,Derivative,NGN
5270,07/03/2024,09/03/2024,Settled,305598.22,Counterparty_20,Stock,NGN
3998,07/03/2024,09/03/2024,Settled,395177.74,Counterparty_40,Bond,EUR
5742,07/03/2024,09/03/2024,Settled,569927.76,Counterparty_5,FX,GBP
7848,07/03/2024,09/03/2024,Settled,494517.66,Counterparty_39,Stock,EUR
6504,07/03/2024,09/03/2024,Settled,10959.27,Counterparty_15,FX,GBP
9571,07/03/2024,09/03/2024,Settled,402754.23,Counterparty_23,Stock,NGN
8019,07/03/2024,09/03/2024,Settled,456869.6,Counterparty_43,FX,NGN
4204,07/03/2024,09/03/2024,Settled,963516.47,Counterparty_46,Bond,USD
2351,07/03/2024,10/03/2024,Delayed,636459.95,Counterparty_26,Derivative,EUR
6211,08/03/2024,11/03/2024,Delayed,497018.91,Counterparty_37,Bond,NGN
7336,08/03/2024,10/03/2024,Settled,234823.72,Counterparty_2,Stock,EUR
6704,08/03/2024,12/03/2024,Delayed,303464.84,Counterparty_23,FX,GBP
4815,08/03/2024,10/03/2024,Settled,769673.14,Counterparty_37,Stock,GBP
6892,08/03/2024,10/03/2024,Settled,900859.4,Counterparty_48,FX,GBP
7719,08/03/2024,10/03/2024,Settled,426467.26,Counterparty_47,FX,NGN
1905,08/03/2024,14/03/2024,Delayed,745988.05,Counterparty_4,Stock,USD
7431,08/03/2024,10/03/2024,Settled,286938.08,Counterparty_43,Bond,GBP
7092,08/03/2024,10/03/2024,Settled,923300.52,Counterparty_34,Derivative,USD
2763,08/03/2024,10/03/2024,Settled,631290.87,Counterparty_21,Stock,USD
3191,08/03/2024,10/03/2024,Settled,308488.04,Counterparty_23,Derivative,NGN
6930,08/03/2024,10/03/2024,Settled,638501.76,Counterparty_37,Derivative,NGN
377,08/03/2024,10/03/2024,Settled,845030.44,Counterparty_40,FX,GBP
3784,08/03/2024,10/03/2024,Settled,826724.52,Counterparty_4,FX,NGN
8266,08/03/2024,13/03/2024,Delayed,14935.07,Counterparty_37,Stock,EUR
5170,08/03/2024,10/03/2024,Settled,769292.07,Counterparty_31,FX,USD
1100,08/03/2024,10/03/2024,Settled,350775.13,Counterparty_9,FX,EUR
8397,08/03/2024,10/03/2024,Settled,590139.31,Counterparty_31,Bond,EUR
9449,08/03/2024,10/03/2024,Settled,323870.87,Counterparty_7,Stock,GBP
3691,08/03/2024,13/03/2024,Delayed,827031.7,Counterparty_12,Derivative,GBP
9460,08/03/2024,10/03/2024,Settled,342370.17,Counterparty_9,Bond,GBP
3704,08/03/2024,10/03/2024,Settled,848261.13,Counterparty_15,FX,EUR
5720,08/03/2024,10/03/2024,Settled,144724.1,Counterparty_13,Bond,EUR
360,08/03/2024,15/03/2024,Delayed,575898.7,Counterparty_16,Bond,NGN
3662,08/03/2024,10/03/2024,Settled,501774.37,Counterparty_50,Bond,GBP
4603,08/03/2024,10/03/2024,Settled,909343.44,Counterparty_5,Derivative,USD
4952,08/03/2024,12/03/2024,Delayed,52212.2,Counterparty_8,Stock,NGN
6071,08/03/2024,10/03/2024,Settled,949331.89,Counterparty_42,Stock,EUR
9835,08/03/2024,10/03/2024,Settled,119733.73,Counterparty_25,Derivative,USD
8428,08/03/2024,10/03/2024,Settled,985872.58,Counterparty_46,FX,EUR
248,08/03/2024,11/03/2024,Delayed,966688.16,Counterparty_31,FX,EUR
8718,08/03/2024,10/03/2024,Settled,691814.04,Counterparty_28,FX,USD
1334,08/03/2024,10/03/2024,Settled,996337.58,Counterparty_30,Bond,NGN
1467,08/03/2024,10/03/2024,Settled,977197.01,Counterparty_3,FX,GBP
1327,08/03/2024,10/03/2024,Settled,182935.8,Counterparty_43,Bond,EUR
9605,08/03/2024,10/03/2024,Settled,654044.99,Counterparty_11,Stock,EUR
3594,08/03/2024,10/03/2024,Settled,579735.15,Counterparty_7,FX,NGN
2064,09/03/2024,15/03/2024,Delayed,459780.64,Counterparty_33,FX,NGN
5765,09/03/2024,11/03/2024,Settled,874868.91,Counterparty_18,Stock,GBP
623,09/03/2024,11/03/2024,Settled,371101.63,Counterparty_11,Stock,NGN
5564,09/03/2024,11/03/2024,Settled,279851.34,Counterparty_4,Stock,USD
2405,09/03/2024,11/03/2024,Settled,677443.52,Counterparty_39,Bond,GBP
2648,09/03/2024,13/03/2024,Delayed,500900.74,Counterparty_45,Stock,NGN
7169,09/03/2024,11/03/2024,Settled,263153.67,Counterparty_49,Bond,EUR
9331,09/03/2024,11/03/2024,Settled,695981.99,Counterparty_28,Bond,USD
3464,09/03/2024,15/03/2024,Delayed,599702.81,Counterparty_6,FX,NGN
5519,09/03/2024,11/03/2024,Settled,114851.92,Counterparty_26,Derivative,NGN
8911,09/03/2024,11/03/2024,Settled,732558.28,Counterparty_23,Stock,NGN
8965,09/03/2024,11/03/2024,Settled,557255.33,Counterparty_26,Bond,EUR
3989,09/03/2024,11/03/2024,Settled,338116.82,Counterparty_37,Derivative,NGN
4520,09/03/2024,11/03/2024,Settled,23541.95,Counterparty_49,Stock,GBP
2913,09/03/2024,11/03/2024,Settled,729615.45,Counterparty_47,Derivative,EUR
8069,09/03/2024,11/03/2024,Settled,449674.29,Counterparty_26,Derivative,NGN
7605,09/03/2024,11/03/2024,Settled,320860.99,Counterparty_25,Bond,EUR
9414,09/03/2024,11/03/2024,Settled,111283.84,Counterparty_5,Derivative,NGN
6089,09/03/2024,11/03/2024,Settled,709586.83,Counterparty_50,Stock,EUR
5675,09/03/2024,11/03/2024,Settled,958013.1,Counterparty_32,Bond,EUR
6949,09/03/2024,11/03/2024,Settled,882612.61,Counterparty_25,Derivative,EUR
2806,09/03/2024,11/03/2024,Settled,977330.6,Counterparty_29,Stock,NGN
5116,09/03/2024,11/03/2024,Settled,631139.65,Counterparty_45,Stock,NGN
6440,09/03/2024,11/03/2024,Settled,530004.08,Counterparty_47,Derivative,GBP
2717,09/03/2024,16/03/2024,Delayed,646812.28,Counterparty_47,FX,EUR
4805,09/03/2024,11/03/2024,Settled,821428.9,Counterparty_13,Stock,GBP
5148,09/03/2024,11/03/2024,Settled,899349.67,Counterparty_37,Derivative,GBP
3717,09/03/2024,14/03/2024,Delayed,340631.89,Counterparty_16,Bond,GBP
397,09/03/2024,15/03/2024,Delayed,858554.34,Counterparty_44,FX,NGN
2077,10/03/2024,12/03/2024,Settled,239557.42,Counterparty_5,Derivative,EUR
1398,10/03/2024,12/03/2024,Settled,249465.56,Counterparty_44,Bond,NGN
6303,10/03/2024,12/03/2024,Settled,485781.48,Counterparty_1,Derivative,USD
5428,10/03/2024,12/03/2024,Settled,242359.68,Counterparty_34,Stock,EUR
3247,10/03/2024,12/03/2024,Settled,500612.64,Counterparty_7,FX,NGN
3587,10/03/2024,12/03/2024,Settled,454535.92,Counterparty_46,FX,EUR
9735,10/03/2024,12/03/2024,Settled,746508.64,Counterparty_44,FX,USD
3260,10/03/2024,12/03/2024,Settled,895779.1,Counterparty_47,Derivative,NGN
8653,10/03/2024,12/03/2024,Settled,228550.56,Counterparty_13,Derivative,EUR
1140,10/03/2024,14/03/2024,Delayed,592815.38,Counterparty_14,Derivative,EUR
4012,10/03/2024,12/03/2024,Settled,392518.65,Counterparty_33,Stock,NGN
8828,10/03/2024,15/03/2024,Delayed,329676.72,Counterparty_11,Stock,GBP
8193,10/03/2024,12/03/2024,Settled,335673.56,Counterparty_5,Derivative,NGN
7614,10/03/2024,12/03/2024,Settled,397789.7,Counterparty_12,Stock,GBP
2205,10/03/2024,12/03/2024,Settled,740164.22,Counterparty_20,Bond,NGN
6615,10/03/2024,15/03/2024,Delayed,102745.42,Counterparty_24,Bond,EUR
8207,10/03/2024,13/03/2024,Delayed,127906.54,Counterparty_7,Derivative,NGN
4544,10/03/2024,12/03/2024,Settled,284001.12,Counterparty_20,Stock,NGN
6905,10/03/2024,12/03/2024,Settled,263247.78,Counterparty_7,FX,USD
2793,10/03/2024,15/03/2024,Delayed,569970.24,Counterparty_10,FX,NGN
6225,10/03/2024,12/03/2024,Settled,106699.22,Counterparty_29,FX,GBP
7037,10/03/2024,12/03/2024,Settled,265702.09,Counterparty_16,Bond,NGN
6719,10/03/2024,12/03/2024,Settled,231503.86,Counterparty_49,Derivative,USD
3502,10/03/2024,12/03/2024,Settled,802837.67,Counterparty_3,Derivative,EUR
717,10/03/2024,12/03/2024,Settled,830788.79,Counterparty_19,Bond,EUR
6256,10/03/2024,12/03/2024,Settled,550327.04,Counterparty_45,Derivative,USD
4227,10/03/2024,12/03/2024,Settled,365457.65,Counterparty_45,FX,NGN
9309,10/03/2024,12/03/2024,Settled,165569.27,Counterparty_11,Derivative,NGN
9171,10/03/2024,17/03/2024,Delayed,271638.31,Counterparty_27,Stock,GBP
7260,10/03/2024,12/03/2024,Settled,445035.5,Counterparty_45,Derivative,EUR
5822,11/03/2024,13/03/2024,Settled,446440.73,Counterparty_22,Derivative,EUR
3478,11/03/2024,14/03/2024,Delayed,536399.14,Counterparty_45,Stock,GBP
9926,11/03/2024,13/03/2024,Settled,92758.49,Counterparty_39,FX,EUR
2606,11/03/2024,13/03/2024,Settled,511618.01,Counterparty_11,Derivative,GBP
9950,11/03/2024,13/03/2024,Settled,440708.3,Counterparty_28,Derivative,USD
8691,11/03/2024,18/03/2024,Delayed,428591.33,Counterparty_3,Derivative,GBP
5149,11/03/2024,13/03/2024,Settled,623881.81,Counterparty_26,FX,GBP
1893,11/03/2024,13/03/2024,Settled,800270.9,Counterparty_32,Bond,EUR
6960,11/03/2024,13/03/2024,Settled,956024.08,Counterparty_16,Bond,NGN
4734,11/03/2024,13/03/2024,Settled,928879.15,Counterparty_44,Stock,USD
1984,11/03/2024,13/03/2024,Settled,483485.9,Counterparty_15,Derivative,USD
2178,11/03/2024,13/03/2024,Settled,643239.03,Counterparty_25,FX,EUR
8048,11/03/2024,13/03/2024,Settled,32143.73,Counterparty_36,Bond,NGN
4123,11/03/2024,13/03/2024,Settled,698134.95,Counterparty_27,Stock,USD
6900,11/03/2024,13/03/2024,Settled,422352.47,Counterparty_49,Derivative,EUR
6895,11/03/2024,13/03/2024,Settled,492246.21,Counterparty_11,Bond,USD
